note_text,icd_code
Mild vulvar dysplasia ,N90.0
Moderate vulvar dysplasia ,N90.1
Leukoplakia of vulva ,N90.4
Atrophy of vulva ,N90.5
Other specified noninflammatory disorders of vulva and perineum ,N90.89
Hypertrophy of vulva ,N90.6
Other specified noninflammatory disorders of vulva and perineum ,N90.89
Other specified noninflammatory disorders of vulva and perineum ,N90.89
Polyp of vulva ,N84.3
Other specified noninflammatory disorders of vulva and perineum ,N90.89
Noninflammatory disorder of vulva and perineum unspecified ,N90.9
Dyspareunia ,N94.1
Vaginismus ,N94.2
Mittelschmerz ,N94.0
Dysmenorrhea unspecified ,N94.6
Premenstrual tension syndrome ,N94.3
Other specified conditions associated with female genital organs and menstrual cycle ,N94.89
Stress incontinence (female) (male) ,N39.3
Vulvodynia unspecified ,N94.819
Vulvar vestibulitis ,N94.810
Other vulvodynia ,N94.818
Other specified conditions associated with female genital organs and menstrual cycle ,N94.89
Pelvic and perineal pain ,R10.2
Amenorrhea unspecified ,N91.2
Oligomenorrhea unspecified ,N91.5
Excessive and frequent menstruation with regular cycle ,N92.0
Excessive menstruation at puberty ,N92.2
Other specified irregular menstruation ,N92.5
Ovulation bleeding ,N92.3
Excessive and frequent menstruation with irregular cycle ,N92.1
Postcoital and contact bleeding ,N93.0
Other specified abnormal uterine and vaginal bleeding ,N93.8
Abnormal uterine and vaginal bleeding unspecified ,N93.9
Excessive bleeding in the premenopausal period ,N92.4
Postmenopausal bleeding ,N95.0
Menopausal and female climacteric states ,N95.1
Postmenopausal atrophic vaginitis ,N95.2
Other specified menopausal and perimenopausal disorders ,N95.8
Other specified menopausal and perimenopausal disorders ,N95.8
Unspecified menopausal and perimenopausal disorder ,N95.9
Female infertility associated with anovulation ,N97.0
Hypopituitarism ,E23.0
Female infertility of tubal origin ,N97.1
Female infertility of uterine origin ,N97.2
Female infertility of other origin ,N97.8
Female infertility of other origin ,N97.8
Female infertility unspecified ,N97.9
Other specified conditions associated with female genital organs and menstrual cycle ,N94.89
Other specified conditions associated with female genital organs and menstrual cycle ,N94.89
Female genital mutilation status unspecified ,N90.810
Female genital mutilation Type I status ,N90.811
Female genital mutilation Type II status ,N90.812
Female genital mutilation Type III status ,N90.813
Other female genital mutilation status ,N90.818
Erosion of implanted vaginal mesh and other prosthetic materials to surrounding organ or tissue initial encounter ,T83.711A
Exposure of implanted vaginal mesh and other prosthetic materials into vagina initial encounter ,T83.721A
Recurrent pregnancy loss ,N96
Other specified conditions associated with female genital organs and menstrual cycle ,N94.89
Unspecified condition associated with female genital organs and menstrual cycle ,N94.9
Hydatidiform mole unspecified ,O01.9
Inappropriate change in quantitative human chorionic gonadotropin (hCG) in early pregnancy ,O02.81
Other abnormal products of conception ,O02.89
Missed abortion ,O02.1
Abdominal pregnancy ,O00.0
Abdominal pregnancy ,O00.0
Tubal pregnancy ,O00.1
Tubal pregnancy ,O00.1
Ovarian pregnancy ,O00.2
Ovarian pregnancy ,O00.2
Other ectopic pregnancy ,O00.8
Other ectopic pregnancy ,O00.8
Ectopic pregnancy unspecified ,O00.9
Ectopic pregnancy unspecified ,O00.9
Genital tract and pelvic infection following complete or unspecified spontaneous abortion ,O03.5
Genital tract and pelvic infection following incomplete spontaneous abortion ,O03.0
Genital tract and pelvic infection following complete or unspecified spontaneous abortion ,O03.5
Delayed or excessive hemorrhage following complete or unspecified spontaneous abortion ,O03.6
Delayed or excessive hemorrhage following incomplete spontaneous abortion ,O03.1
Delayed or excessive hemorrhage following complete or unspecified spontaneous abortion ,O03.6
Damage to pelvic organs following complete or unspecified spontaneous abortion ,O03.84
Damage to pelvic organs following incomplete spontaneous abortion ,O03.34
Damage to pelvic organs following complete or unspecified spontaneous abortion ,O03.84
Renal failure following complete or unspecified spontaneous abortion ,O03.82
Renal failure following incomplete spontaneous abortion ,O03.32
Renal failure following complete or unspecified spontaneous abortion ,O03.82
Metabolic disorder following complete or unspecified spontaneous abortion ,O03.83
Metabolic disorder following incomplete spontaneous abortion ,O03.33
Metabolic disorder following complete or unspecified spontaneous abortion ,O03.83
Shock following complete or unspecified spontaneous abortion ,O03.81
Shock following incomplete spontaneous abortion ,O03.31
Shock following complete or unspecified spontaneous abortion ,O03.81
Embolism following complete or unspecified spontaneous abortion ,O03.7
Embolism following incomplete spontaneous abortion ,O03.2
Embolism following complete or unspecified spontaneous abortion ,O03.7
Other venous complications following complete or unspecified spontaneous abortion ,O03.85
Incomplete spontaneous abortion with other complications ,O03.39
Other venous complications following complete or unspecified spontaneous abortion ,O03.85
Unspecified complication following complete or unspecified spontaneous abortion ,O03.80
Unspecified complication following incomplete spontaneous abortion ,O03.30
Unspecified complication following complete or unspecified spontaneous abortion ,O03.80
Complete or unspecified spontaneous abortion without complication ,O03.9
Incomplete spontaneous abortion without complication ,O03.4
Complete or unspecified spontaneous abortion without complication ,O03.9
Sepsis following (induced) termination of pregnancy ,O04.87
Sepsis following (induced) termination of pregnancy ,O04.87
Sepsis following (induced) termination of pregnancy ,O04.87
Delayed or excessive hemorrhage following (induced) termination of pregnancy ,O04.6
Delayed or excessive hemorrhage following (induced) termination of pregnancy ,O04.6
Delayed or excessive hemorrhage following (induced) termination of pregnancy ,O04.6
Damage to pelvic organs following (induced) termination of pregnancy ,O04.84
Damage to pelvic organs following (induced) termination of pregnancy ,O04.84
Damage to pelvic organs following (induced) termination of pregnancy ,O04.84
Renal failure following (induced) termination of pregnancy ,O04.82
Renal failure following (induced) termination of pregnancy ,O04.82
Renal failure following (induced) termination of pregnancy ,O04.82
Metabolic disorder following (induced) termination of pregnancy ,O04.83
Metabolic disorder following (induced) termination of pregnancy ,O04.83
Metabolic disorder following (induced) termination of pregnancy ,O04.83
Shock following (induced) termination of pregnancy ,O04.81
Shock following (induced) termination of pregnancy ,O04.81
Shock following (induced) termination of pregnancy ,O04.81
Embolism following (induced) termination of pregnancy ,O04.7
Embolism following (induced) termination of pregnancy ,O04.7
Embolism following (induced) termination of pregnancy ,O04.7
(Induced) termination of pregnancy with other complications ,O04.89
(Induced) termination of pregnancy with other complications ,O04.89
(Induced) termination of pregnancy with other complications ,O04.89
(Induced) termination of pregnancy with unspecified complications ,O04.80
(Induced) termination of pregnancy with unspecified complications ,O04.80
(Induced) termination of pregnancy with unspecified complications ,O04.80
Encounter for elective termination of pregnancy ,Z33.2
Encounter for elective termination of pregnancy ,Z33.2
Encounter for elective termination of pregnancy ,Z33.2
Genital tract and pelvic infection following (induced) termination of pregnancy ,O04.5
Genital tract and pelvic infection following (induced) termination of pregnancy ,O04.5
Genital tract and pelvic infection following (induced) termination of pregnancy ,O04.5
Delayed or excessive hemorrhage following (induced) termination of pregnancy ,O04.6
Delayed or excessive hemorrhage following (induced) termination of pregnancy ,O04.6
Delayed or excessive hemorrhage following (induced) termination of pregnancy ,O04.6
Damage to pelvic organs following (induced) termination of pregnancy ,O04.84
Damage to pelvic organs following (induced) termination of pregnancy ,O04.84
Damage to pelvic organs following (induced) termination of pregnancy ,O04.84
Renal failure following (induced) termination of pregnancy ,O04.82
Renal failure following (induced) termination of pregnancy ,O04.82
Renal failure following (induced) termination of pregnancy ,O04.82
Metabolic disorder following (induced) termination of pregnancy ,O04.83
Metabolic disorder following (induced) termination of pregnancy ,O04.83
Metabolic disorder following (induced) termination of pregnancy ,O04.83
Shock following (induced) termination of pregnancy ,O04.81
Shock following (induced) termination of pregnancy ,O04.81
Shock following (induced) termination of pregnancy ,O04.81
Embolism following (induced) termination of pregnancy ,O04.7
Embolism following (induced) termination of pregnancy ,O04.7
Embolism following (induced) termination of pregnancy ,O04.7
(Induced) termination of pregnancy with other complications ,O04.89
(Induced) termination of pregnancy with other complications ,O04.89
(Induced) termination of pregnancy with other complications ,O04.89
(Induced) termination of pregnancy with unspecified complications ,O04.80
(Induced) termination of pregnancy with unspecified complications ,O04.80
(Induced) termination of pregnancy with unspecified complications ,O04.80
Encounter for elective termination of pregnancy ,Z33.2
Encounter for elective termination of pregnancy ,Z33.2
Encounter for elective termination of pregnancy ,Z33.2
Genital tract and pelvic infection following (induced) termination of pregnancy ,O04.5
Genital tract and pelvic infection following (induced) termination of pregnancy ,O04.5
Genital tract and pelvic infection following (induced) termination of pregnancy ,O04.5
Delayed or excessive hemorrhage following (induced) termination of pregnancy ,O04.6
Delayed or excessive hemorrhage following (induced) termination of pregnancy ,O04.6
Delayed or excessive hemorrhage following (induced) termination of pregnancy ,O04.6
Damage to pelvic organs following (induced) termination of pregnancy ,O04.84
Damage to pelvic organs following (induced) termination of pregnancy ,O04.84
Damage to pelvic organs following (induced) termination of pregnancy ,O04.84
Renal failure following (induced) termination of pregnancy ,O04.82
Renal failure following (induced) termination of pregnancy ,O04.82
Renal failure following (induced) termination of pregnancy ,O04.82
Metabolic disorder following (induced) termination of pregnancy ,O04.83
Metabolic disorder following (induced) termination of pregnancy ,O04.83
Metabolic disorder following (induced) termination of pregnancy ,O04.83
Shock following (induced) termination of pregnancy ,O04.81
Shock following (induced) termination of pregnancy ,O04.81
Shock following (induced) termination of pregnancy ,O04.81
Embolism following (induced) termination of pregnancy ,O04.7
Embolism following (induced) termination of pregnancy ,O04.7
Embolism following (induced) termination of pregnancy ,O04.7
(Induced) termination of pregnancy with other complications ,O04.89
(Induced) termination of pregnancy with other complications ,O04.89
(Induced) termination of pregnancy with other complications ,O04.89
(Induced) termination of pregnancy with unspecified complications ,O04.80
(Induced) termination of pregnancy with unspecified complications ,O04.80
(Induced) termination of pregnancy with unspecified complications ,O04.80
Encounter for elective termination of pregnancy ,Z33.2
Encounter for elective termination of pregnancy ,Z33.2
Encounter for elective termination of pregnancy ,Z33.2
Genital tract and pelvic infection following failed attempted termination of pregnancy ,O07.0
Delayed or excessive hemorrhage following failed attempted termination of pregnancy ,O07.1
Damage to pelvic organs following failed attempted termination of pregnancy ,O07.34
Renal failure following failed attempted termination of pregnancy ,O07.32
Metabolic disorder following failed attempted termination of pregnancy ,O07.33
Shock following failed attempted termination of pregnancy ,O07.31
Embolism following failed attempted termination of pregnancy ,O07.2
Failed attempted termination of pregnancy with other complications ,O07.39
Failed attempted termination of pregnancy with unspecified complications ,O07.30
Failed attempted termination of pregnancy without complication ,O07.4
Genital tract and pelvic infection following ectopic and molar pregnancy ,O08.0
Delayed or excessive hemorrhage following ectopic and molar pregnancy ,O08.1
Damage to pelvic organs and tissues following an ectopic and molar pregnancy ,O08.6
Renal failure following ectopic and molar pregnancy ,O08.4
Metabolic disorders following an ectopic and molar pregnancy ,O08.5
Shock following ectopic and molar pregnancy ,O08.3
Embolism following ectopic and molar pregnancy ,O08.2
Other complications following an ectopic and molar pregnancy ,O08.89
Unspecified complication following an ectopic and molar pregnancy ,O08.9
Threatened abortion ,O20.0
Threatened abortion ,O20.0
Threatened abortion ,O20.0
Other hemorrhage in early pregnancy ,O20.8
Other hemorrhage in early pregnancy ,O20.8
Other hemorrhage in early pregnancy ,O20.8
Hemorrhage in early pregnancy unspecified ,O20.9
Hemorrhage in early pregnancy unspecified ,O20.9
Hemorrhage in early pregnancy unspecified ,O20.9
Placenta previa specified as without hemorrhage unspecified trimester ,O44.00
Placenta previa specified as without hemorrhage first trimester ,O44.01
Placenta previa specified as without hemorrhage first trimester ,O44.01
